Date,Time,Attendance,Gender_Demographic,Age_Demographic,Movie_Title,Genre,Producer,Distributor,Rotten_Tomatoes,IMDB,Metacritic,Certificate_Rating,Certificate_Body,Capacity,Video_System,Sound_System
2023-01-22,10:36:00,31,0.5,17.1,The Night of the Hunter,Drama,Warner Bros.,LucasFilm ,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2023-01-31,11:03:00,25,0.9,31.5,Miracle on 34th Street,Fantasy,20th Century Fox,20th Century Fox,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2023-07-16,09:29:00,44,0.8,25.1,No Country for Old Men,Drama,Universal,Universal,81,8.1,76,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-01-11,10:44:00,27,0.1,24.6,Braveheart,Biography,Pixar ,LucasFilm ,83,8.3,78,A,MPA,200,Dolby Digital,Dolby Digital
2024-09-29,11:01:00,16,0.4,30.3,Requiem for a Dream,Fantasy,Paramount,Paramount,83,8.3,78,A,MPA,200,ABD,Audionic
2024-03-30,09:02:00,15,0.3,39.1,Ex Machina,Fantasy,Warner Bros.,LucasFilm ,77,7.7,72,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-12-20,09:34:00,6,1.0,25.2,Serbuan maut,Action,Disney,Disney,76,7.6,71,A,MPA,300,ABD,Audionic
2023-01-24,11:51:00,2,0.0,27.3,Aladdin,Adventure,Universal,LucasFilm ,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-07-19,11:32:00,18,0.7,29.2,The Grand Budapest Hotel,Adventure,20th Century Fox,Warner Bros.,81,8.1,76,Unrated,MPA,200,ABD,Audionic
2023-03-10,09:52:00,43,0.2,39.5,Sholay,Action,Paramount,DreamWorks,82,8.2,77,TV-PG,MPA,100,ABD,Audionic
2024-08-14,09:50:00,4,0.0,22.0,Back to the Future Part II,Adventure,Warner Bros.,Disney,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-06-18,11:18:00,46,0.6,22.7,Ben-Hur,Adventure,Paramount,Disney,81,8.1,76,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-09-30,10:07:00,20,1.0,20.8,Almost Famous,Adventure,20th Century Fox,Pixar ,79,7.9,74,A,MPA,200,Dolby Digital,Dolby Digital
2024-07-24,09:25:00,28,0.3,18.5,El secreto de sus ojos,Fantasy,LucasFilm ,Pixar ,82,8.2,77,PG-13,MPA,200,ABD,Audionic
2024-11-28,10:22:00,8,0.1,39.7,Just Mercy,Biography,DreamWorks,Universal,76,7.6,71,A,MPA,100,ABD,Audionic
2024-06-25,10:44:00,35,0.2,16.0,The Searchers,Adventure,Universal,Warner Bros.,79,7.9,74,GP,AFI,100,ABD,Audionic
2023-12-21,11:12:00,44,0.2,18.4,X-Men: Days of Future Past,Action,Paramount,Universal,79,7.9,74,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-03-27,09:43:00,4,0.9,27.4,Ed Wood,Biography,DreamWorks,Disney,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2023-01-22,10:17:00,30,0.1,35.1,Psycho,Romance,Disney,Universal,85,8.5,80,A,MPA,300,ABD,Audionic
2024-04-07,11:11:00,4,0.5,38.4,The Social Network,Biography,Universal,Paramount,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2023-01-31,11:53:00,47,0.8,17.8,"I, Daniel Blake",Fantasy,20th Century Fox,20th Century Fox,79,7.9,74,Unrated,MPA,300,Dolby Digital,Dolby Digital
2023-10-05,11:30:00,35,0.2,29.7,Chung Hing sam lam,Drama,LucasFilm ,20th Century Fox,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-04-15,11:21:00,18,0.4,30.8,The Taking of Pelham One Two Three,Action,20th Century Fox,Pixar ,77,7.7,72,TV-PG,MPA,100,ABD,Audionic
2023-12-17,10:23:00,12,0.9,33.8,How to Train Your Dragon 2,Action,20th Century Fox,Pixar ,78,7.8,73,TV-PG,MPA,200,ABD,Audionic
2024-08-04,10:24:00,9,0.2,20.7,The Incredibles,Action,DreamWorks,LucasFilm ,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-03-04,09:40:00,41,0.9,32.9,Mou gaan dou,Action,20th Century Fox,20th Century Fox,80,8.0,75,Unrated,MPA,200,ABD,Audionic
2023-08-12,10:23:00,16,0.2,32.9,Fantasia,Crime,Paramount,Disney,77,7.7,72,Cetificate,AFI,200,Dolby Digital,Dolby Digital
2023-03-09,10:26:00,47,0.2,29.2,Dazed and Confused,Comedy,DreamWorks,DreamWorks,76,7.6,71,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-06-28,09:59:00,43,0.9,31.3,1917,Fantasy,Universal,DreamWorks,83,8.3,78,PG-13,MPA,100,ABD,Audionic
2024-05-09,09:56:00,42,0.6,29.9,Un prophète,Drama,Universal,20th Century Fox,79,7.9,74,A,MPA,200,ABD,Audionic
2023-04-24,11:54:00,25,0.3,30.8,My Left Foot: The Story of Christy Brown,Biography,DreamWorks,Paramount,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2023-02-03,11:46:00,29,0.4,25.4,La migliore offerta,Drama,DreamWorks,Disney,78,7.8,73,PG-13,MPA,200,ABD,Audionic
2023-12-01,09:58:00,29,0.2,27.3,On Golden Pond,Fantasy,Pixar ,LucasFilm ,76,7.6,71,Unrated,MPA,100,ABD,Audionic
2024-07-23,09:11:00,20,1.0,30.5,Casino,Drama,20th Century Fox,LucasFilm ,82,8.2,77,A,MPA,300,ABD,Audionic
2024-06-17,10:17:00,2,0.9,31.1,Vozvrashchenie,Fantasy,LucasFilm ,Warner Bros.,80,8.0,75,TV-PG,MPA,300,ABD,Audionic
2023-09-21,11:30:00,18,0.1,39.4,Dead Man's Shoes,Drama,Paramount,Warner Bros.,76,7.6,71,TV-PG,MPA,300,ABD,Audionic
2024-10-28,11:01:00,13,0.4,26.4,Spartacus,Adventure,Paramount,Universal,79,7.9,74,A,MPA,100,Dolby Digital,Dolby Digital
2023-12-25,11:06:00,14,0.5,39.2,The Man from Earth,Fantasy,Paramount,Disney,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-07-11,10:32:00,43,0.5,27.5,American Beauty,Fantasy,Warner Bros.,20th Century Fox,83,8.3,78,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-03-01,10:05:00,10,0.5,17.9,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,Fantasy,DreamWorks,Universal,80,8.0,75,PG-13,MPA,300,Dolby Digital,Dolby Digital
2024-08-18,09:29:00,35,0.1,29.0,Aladdin,Adventure,Universal,LucasFilm ,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-03-15,10:19:00,44,0.4,35.1,Celda 211,Action,DreamWorks,Pixar ,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2024-11-15,10:26:00,37,0.5,30.8,Rushmore,Fantasy,LucasFilm ,DreamWorks,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2024-12-27,09:31:00,35,0.9,27.3,Togo,Adventure,DreamWorks,20th Century Fox,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2023-03-18,09:16:00,17,0.2,38.5,A Christmas Story,Comedy,Universal,Warner Bros.,79,7.9,74,TV-PG,MPA,300,ABD,Audionic
2024-05-04,10:05:00,47,0.3,39.1,Incendies,Fantasy,LucasFilm ,Disney,83,8.3,78,PG-13,MPA,200,ABD,Audionic
2024-05-21,10:39:00,33,0.3,24.4,Before Sunset,Fantasy,Universal,LucasFilm ,81,8.1,76,PG-13,MPA,300,Dolby Digital,Dolby Digital
2024-01-21,10:03:00,25,0.9,20.9,Mononoke-hime,Action,Disney,Pixar ,84,8.4,79,TV-PG,MPA,100,ABD,Audionic
2024-06-10,10:16:00,47,0.8,30.7,The Maltese Falcon,Horror,20th Century Fox,DreamWorks,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2023-11-02,09:35:00,41,0.8,33.3,Song of the Sea,Adventure,Paramount,20th Century Fox,81,8.1,76,Passed ,MPA,300,Dolby Digital,Dolby Digital
2024-04-03,09:59:00,46,0.4,33.5,The Truman Show,Fantasy,Warner Bros.,Warner Bros.,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-11-28,10:42:00,29,0.9,28.2,The Martian,Adventure,Disney,Paramount,80,8.0,75,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-06-04,11:39:00,39,0.2,36.3,Evil Dead II,Action,Disney,LucasFilm ,78,7.8,73,A,MPA,200,Dolby Digital,Dolby Digital
2024-06-26,11:51:00,42,0.8,20.0,Persepolis,Crime,LucasFilm ,Disney,80,8.0,75,PG,MPA,100,Dolby Digital,Dolby Digital
2023-08-22,09:39:00,29,0.7,37.6,Miracle in cell NO.7,Fantasy,Universal,Disney,83,8.3,78,R,MPA,100,Dolby Digital,Dolby Digital
2023-10-01,11:24:00,5,0.6,28.4,Schindler's List,Biography,20th Century Fox,Warner Bros.,89,8.9,84,A,MPA,100,Dolby Digital,Dolby Digital
2024-09-11,10:11:00,30,0.3,15.1,JFK,Fantasy,Disney,Paramount,80,8.0,75,Unrated,MPA,200,Dolby Digital,Dolby Digital
2024-04-08,10:49:00,18,0.2,25.0,The Martian,Adventure,Disney,Paramount,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-05-04,11:32:00,19,0.3,34.1,Papillon,Biography,Warner Bros.,Universal,80,8.0,75,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-10-27,11:52:00,7,0.4,23.7,Mr. Smith Goes to Washington,Fantasy,Pixar ,LucasFilm ,81,8.1,76,GP,AFI,100,Dolby Digital,Dolby Digital
2024-09-02,09:18:00,34,0.3,39.3,The Notebook,Fantasy,LucasFilm ,20th Century Fox,78,7.8,73,A,MPA,100,Dolby Digital,Dolby Digital
2024-06-01,10:29:00,49,0.6,21.8,Big Hero 6,Action,Warner Bros.,LucasFilm ,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-07-28,09:39:00,15,0.2,27.3,Logan,Action,Pixar ,Universal,81,8.1,76,A,MPA,100,Dolby Digital,Dolby Digital
2023-07-18,11:23:00,49,0.6,39.9,The Quiet Man,Fantasy,20th Century Fox,Disney,77,7.7,72,GP,AFI,200,ABD,Audionic
2024-12-23,11:54:00,11,0.8,19.2,La grande bellezza,Fantasy,Pixar ,Warner Bros.,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-11-06,09:29:00,30,0.3,22.3,Rogue One,Action,LucasFilm ,20th Century Fox,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-11-16,10:19:00,27,1.0,20.4,All About Eve,Fantasy,Universal,Warner Bros.,82,8.2,77,GP,AFI,200,ABD,Audionic
2023-06-29,11:22:00,41,1.0,27.4,Being John Malkovich,Fantasy,LucasFilm ,Warner Bros.,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2023-09-27,09:22:00,39,0.5,38.4,Fight Club,Fantasy,Universal,20th Century Fox,88,8.8,83,A,MPA,200,ABD,Audionic
2023-05-14,09:01:00,48,0.8,27.3,Close Encounters of the Third Kind,Fantasy,Pixar ,20th Century Fox,76,7.6,71,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-02-01,11:00:00,27,0.4,35.6,The Night of the Hunter,Drama,Warner Bros.,LucasFilm ,80,8.0,75,TV-PG,MPA,300,ABD,Audionic
2023-06-13,10:52:00,7,0.7,16.2,Cabaret,Fantasy,Disney,LucasFilm ,78,7.8,73,A,MPA,200,Dolby Digital,Dolby Digital
2024-09-11,10:31:00,1,0.0,32.7,Airplane!,Comedy,LucasFilm ,DreamWorks,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2024-08-28,09:48:00,18,0.2,15.1,The Game,Action,Warner Bros.,DreamWorks,78,7.8,73,Unrated,MPA,300,ABD,Audionic
2023-02-21,11:04:00,30,0.6,22.8,Special Chabbis,Drama,Warner Bros.,Warner Bros.,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-05-01,11:01:00,43,0.3,17.7,Breakfast at Tiffany's,Fantasy,LucasFilm ,Pixar ,76,7.6,71,A,MPA,200,Dolby Digital,Dolby Digital
2023-05-01,10:27:00,20,0.3,39.4,Captain America: The Winter Soldier,Action,Warner Bros.,20th Century Fox,77,7.7,72,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-08-03,10:34:00,7,0.5,17.5,My Left Foot: The Story of Christy Brown,Biography,DreamWorks,Paramount,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-01-03,11:51:00,1,0.7,35.5,The Straight Story,Biography,20th Century Fox,DreamWorks,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-07-21,09:13:00,17,0.1,36.5,Lethal Weapon,Action,LucasFilm ,Paramount,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2024-02-16,10:55:00,33,0.3,39.5,All About Eve,Fantasy,Universal,Warner Bros.,82,8.2,77,GP,AFI,200,ABD,Audionic
2024-05-12,11:57:00,40,0.4,38.3,"Paris, Texas",Fantasy,Disney,Disney,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2023-10-17,09:47:00,47,1.0,17.7,Being There,Fantasy,Disney,LucasFilm ,80,8.0,75,Passed ,MPA,200,ABD,Audionic
2023-04-15,10:15:00,8,0.2,22.8,Falling Down,Action,Warner Bros.,Disney,76,7.6,71,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-01-19,11:43:00,31,0.7,18.9,The Red Shoes,Fantasy,Paramount,LucasFilm ,81,8.1,76,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-01-24,09:51:00,19,0.8,32.2,The Sting,Drama,Paramount,Warner Bros.,83,8.3,78,TV-PG,MPA,200,ABD,Audionic
2023-06-24,09:34:00,38,0.6,27.0,Roma,Fantasy,Universal,Warner Bros.,77,7.7,72,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-01-31,11:00:00,48,0.4,22.2,The Red Shoes,Fantasy,Paramount,LucasFilm ,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2023-01-02,10:53:00,5,0.4,30.2,The Verdict,Fantasy,LucasFilm ,Pixar ,77,7.7,72,TV-PG,MPA,100,ABD,Audionic
2024-10-19,09:40:00,39,0.7,20.1,The Apartment,Fantasy,Disney,Pixar ,83,8.3,78,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-26,09:41:00,40,0.3,38.9,Underground,Fantasy,LucasFilm ,20th Century Fox,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2024-07-25,11:52:00,18,0.2,37.5,Adaptation.,Fantasy,Universal,LucasFilm ,77,7.7,72,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-07-18,11:03:00,30,0.1,37.4,The Maltese Falcon,Horror,20th Century Fox,DreamWorks,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-03-15,09:14:00,6,0.7,38.0,The Grand Budapest Hotel,Adventure,20th Century Fox,Warner Bros.,81,8.1,76,Unrated,MPA,200,ABD,Audionic
2024-06-14,11:46:00,33,0.3,32.8,12 Years a Slave,Biography,Universal,20th Century Fox,81,8.1,76,A,MPA,200,Dolby Digital,Dolby Digital
2024-07-28,11:20:00,33,0.6,31.9,The Blind Side,Biography,20th Century Fox,Universal,76,7.6,71,Unrated,MPA,200,Dolby Digital,Dolby Digital
2023-10-12,11:05:00,14,0.1,25.2,Das weiße Band - Eine deutsche Kindergeschichte,Fantasy,Disney,Warner Bros.,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-01-17,11:28:00,28,0.7,15.4,What's Eating Gilbert Grape,Fantasy,Pixar ,DreamWorks,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-08-16,09:17:00,20,0.3,36.7,The Birds,Fantasy,DreamWorks,Paramount,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2023-09-22,11:49:00,29,0.3,24.3,Harry Potter and the Goblet of Fire,Adventure,LucasFilm ,Universal,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2023-05-18,09:31:00,13,0.2,29.1,Contratiempo,Drama,Paramount,Disney,81,8.1,76,TV-14,AFI,100,ABD,Audionic
2024-02-03,11:52:00,36,0.4,39.1,Fantasia,Crime,Paramount,Disney,77,7.7,72,Cetificate,AFI,100,Dolby Digital,Dolby Digital
2023-10-10,09:02:00,37,0.4,20.6,October Sky,Biography,LucasFilm ,Disney,78,7.8,73,Passed ,MPA,200,ABD,Audionic
2024-07-24,09:29:00,20,0.7,23.8,The Longest Day,Action,Universal,LucasFilm ,78,7.8,73,Cetificate,AFI,200,ABD,Audionic
2024-11-16,10:21:00,20,0.3,16.1,Dil Bechara,Fantasy,20th Century Fox,Pixar ,79,7.9,74,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-04-28,11:59:00,1,0.5,15.5,Requiem for a Dream,Fantasy,Paramount,Paramount,83,8.3,78,A,MPA,100,Dolby Digital,Dolby Digital
2024-02-24,10:16:00,13,0.9,37.3,Yôjinbô,Action,Pixar ,LucasFilm ,82,8.2,77,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-01-23,10:51:00,14,0.5,28.2,The Warriors,Action,Paramount,Pixar ,76,7.6,71,Unrated,MPA,200,ABD,Audionic
2023-03-02,11:57:00,15,0.3,16.3,Mandariinid,Fantasy,Universal,20th Century Fox,82,8.2,77,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-01-16,11:30:00,40,0.8,27.8,Cidade de Deus,Drama,20th Century Fox,Universal,86,8.6,81,Unrated,MPA,200,Dolby Digital,Dolby Digital
2024-09-02,11:30:00,14,0.7,39.3,Logan,Action,Pixar ,Universal,81,8.1,76,A,MPA,100,ABD,Audionic
2024-05-07,10:12:00,34,0.3,30.0,Sherlock Jr.,Action,Warner Bros.,LucasFilm ,82,8.2,77,GP,AFI,100,Dolby Digital,Dolby Digital
2024-09-03,11:42:00,18,0.3,39.4,The Perks of Being a Wallflower,Fantasy,Paramount,Disney,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-08-26,11:08:00,20,0.9,24.1,La leggenda del pianista sull'oceano,Fantasy,Disney,Universal,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-04-19,10:43:00,28,0.9,24.0,Fear and Loathing in Las Vegas,Adventure,Warner Bros.,Pixar ,76,7.6,71,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-02-17,09:47:00,32,0.2,18.9,Paths of Glory,Fantasy,Paramount,Paramount,84,8.4,79,A,MPA,100,Dolby Digital,Dolby Digital
2024-06-08,11:25:00,5,0.7,17.5,Mission: Impossible - Fallout,Action,Paramount,Warner Bros.,77,7.7,72,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-02-13,11:16:00,9,0.4,26.6,Vertigo,War,LucasFilm ,Warner Bros.,83,8.3,78,A,MPA,100,Dolby Digital,Dolby Digital
2023-01-02,09:32:00,5,0.7,29.3,Witness for the Prosecution,Drama,Warner Bros.,Universal,84,8.4,79,TV-PG,MPA,300,ABD,Audionic
2023-02-12,09:43:00,20,0.3,26.4,The Peanut Butter Falcon,Adventure,LucasFilm ,LucasFilm ,76,7.6,71,PG,MPA,100,Dolby Digital,Dolby Digital
2024-12-16,11:13:00,8,0.6,35.0,Sin City,Drama,Disney,Paramount,80,8.0,75,A,MPA,300,ABD,Audionic
2023-10-24,10:17:00,36,0.9,21.2,V for Vendetta,Action,Universal,DreamWorks,82,8.2,77,A,MPA,100,ABD,Audionic
2023-09-23,10:33:00,10,0.9,18.8,Jurassic Park,Action,Pixar ,Paramount,81,8.1,76,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-02-18,10:20:00,7,0.3,24.5,Fiddler on the Roof,Fantasy,DreamWorks,DreamWorks,80,8.0,75,Cetificate,AFI,200,ABD,Audionic
2024-06-16,11:22:00,50,0.2,23.4,Raazi,Action,DreamWorks,Disney,78,7.8,73,Unrated,MPA,200,ABD,Audionic
2023-02-12,09:33:00,4,0.5,31.7,Singin' in the Rain,Sci-Fi,Pixar ,Warner Bros.,83,8.3,78,Cetificate,AFI,200,Dolby Digital,Dolby Digital
2023-03-09,11:37:00,44,0.3,26.4,Where Eagles Dare,Action,Paramount,20th Century Fox,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-11-29,10:55:00,27,0.7,23.5,The Wild Bunch,Action,Universal,Warner Bros.,79,7.9,74,A,MPA,300,ABD,Audionic
2023-10-16,10:20:00,14,0.2,26.0,Joker,Drama,LucasFilm ,Universal,85,8.5,80,A,MPA,200,Dolby Digital,Dolby Digital
2024-01-31,10:39:00,38,0.2,35.0,Before Sunset,Fantasy,Universal,LucasFilm ,81,8.1,76,PG-13,MPA,100,ABD,Audionic
2024-06-24,09:56:00,32,0.4,16.2,Network,Fantasy,Warner Bros.,Paramount,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2023-05-19,09:14:00,49,0.5,24.9,Clerks,Comedy,Disney,LucasFilm ,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2024-07-31,09:39:00,6,0.3,35.8,"Paris, Texas",Fantasy,Disney,Disney,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-11-25,09:33:00,42,0.1,22.6,Network,Fantasy,Warner Bros.,Paramount,81,8.1,76,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-11-27,11:47:00,31,0.5,27.9,Stardust,Adventure,LucasFilm ,Pixar ,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-19,10:42:00,32,0.9,16.9,Mystic River,Drama,LucasFilm ,LucasFilm ,79,7.9,74,A,MPA,100,Dolby Digital,Dolby Digital
2024-06-29,11:53:00,37,0.8,25.7,Death Note: Desu nôto,Drama,LucasFilm ,20th Century Fox,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-12-28,09:29:00,49,0.3,35.0,The Avengers,Action,Warner Bros.,Paramount,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-07-23,11:37:00,48,0.2,20.9,Stardust,Adventure,LucasFilm ,Pixar ,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-06-15,09:58:00,11,0.4,37.9,Glory,Biography,Universal,Universal,78,7.8,73,PG-13,MPA,300,ABD,Audionic
2024-04-04,11:11:00,36,0.7,35.2,The Last King of Scotland,Biography,20th Century Fox,20th Century Fox,77,7.7,72,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-06-25,11:37:00,8,0.1,20.3,Nuovo Cinema Paradiso,Fantasy,20th Century Fox,Paramount,85,8.5,80,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-11-27,09:16:00,6,0.3,23.7,Kal Ho Naa Ho,Fantasy,Disney,Universal,80,8.0,75,TV-PG,MPA,300,ABD,Audionic
2024-12-25,09:48:00,41,0.3,20.8,Sunrise: A Song of Two Humans,Fantasy,Universal,Universal,81,8.1,76,GP,AFI,200,Dolby Digital,Dolby Digital
2023-06-13,09:18:00,12,0.3,29.5,Glory,Biography,Universal,Universal,78,7.8,73,PG-13,MPA,300,Dolby Digital,Dolby Digital
2024-05-08,10:11:00,24,0.3,38.8,Pride,Biography,LucasFilm ,Paramount,78,7.8,73,PG-13,MPA,100,ABD,Audionic
2024-06-04,10:33:00,15,0.3,22.5,Call Me by Your Name,Fantasy,20th Century Fox,Pixar ,79,7.9,74,Unrated,MPA,100,ABD,Audionic
2023-10-02,09:58:00,8,0.4,24.0,The Sandlot,Fantasy,LucasFilm ,LucasFilm ,78,7.8,73,TV-PG,MPA,100,ABD,Audionic
2023-08-04,11:12:00,14,0.6,25.8,Harold and Maude,Fantasy,Pixar ,Pixar ,79,7.9,74,Passed ,MPA,100,ABD,Audionic
2023-09-20,09:02:00,32,0.2,37.4,The Grand Budapest Hotel,Adventure,20th Century Fox,Warner Bros.,81,8.1,76,Unrated,MPA,200,ABD,Audionic
2023-06-07,10:56:00,22,0.6,23.1,Psycho,Romance,Disney,Universal,85,8.5,80,A,MPA,100,Dolby Digital,Dolby Digital
2024-05-07,10:10:00,5,0.2,30.7,Midnight Express,Biography,DreamWorks,DreamWorks,76,7.6,71,A,MPA,200,Dolby Digital,Dolby Digital
2023-09-14,09:49:00,8,0.7,22.8,Kung fu,Action,20th Century Fox,LucasFilm ,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2023-12-26,09:36:00,37,0.5,38.6,Saw,Romance,Disney,Pixar ,76,7.6,71,Unrated,MPA,300,ABD,Audionic
2023-02-06,09:13:00,50,0.2,25.2,Cidade de Deus,Drama,20th Century Fox,Universal,86,8.6,81,Unrated,MPA,200,ABD,Audionic
2023-01-22,10:25:00,33,1.0,30.6,Inside Man,Drama,Universal,Warner Bros.,76,7.6,71,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-07-02,09:04:00,17,0.3,23.7,Casino Royale,Action,Paramount,Universal,80,8.0,75,PG,MPA,100,Dolby Digital,Dolby Digital
2023-01-20,09:51:00,20,0.4,17.9,Mandariinid,Fantasy,Universal,20th Century Fox,82,8.2,77,TV-PG,MPA,100,ABD,Audionic
2023-02-02,10:07:00,29,0.6,21.6,The Pianist,Biography,DreamWorks,DreamWorks,85,8.5,80,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-08-06,10:17:00,34,0.9,39.1,Shine,Biography,Disney,Paramount,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-01-11,11:00:00,5,0.8,24.1,Glory,Biography,Universal,Universal,78,7.8,73,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-11-13,11:34:00,2,0.2,15.1,Reservoir Dogs,Drama,Pixar ,LucasFilm ,83,8.3,78,PG-13,MPA,100,ABD,Audionic
2024-02-24,11:53:00,19,0.0,39.9,The Last Emperor,Biography,Universal,Disney,77,7.7,72,TV-PG,MPA,100,ABD,Audionic
2024-11-06,10:08:00,39,0.6,19.4,Citizen Kane,Fantasy,Universal,Disney,83,8.3,78,Unrated,MPA,200,Dolby Digital,Dolby Digital
2023-01-19,09:30:00,29,0.1,25.3,Höstsonaten,Fantasy,Paramount,DreamWorks,82,8.2,77,TV-PG,MPA,300,ABD,Audionic
2023-04-16,09:40:00,16,0.4,21.8,Gran Torino,Fantasy,Disney,LucasFilm ,81,8.1,76,PG-13,MPA,100,ABD,Audionic
2024-05-18,11:16:00,4,0.6,36.9,My Name Is Khan,Fantasy,DreamWorks,LucasFilm ,80,8.0,75,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-07-04,10:45:00,16,0.0,27.1,It's a Wonderful Life,Fantasy,Disney,Warner Bros.,86,8.6,81,Passed ,MPA,300,Dolby Digital,Dolby Digital
2023-02-01,11:32:00,49,0.6,21.5,Little Miss Sunshine,Fantasy,Disney,20th Century Fox,78,7.8,73,Unrated,MPA,200,ABD,Audionic
2024-01-03,09:41:00,20,0.4,39.3,Walk the Line,Biography,20th Century Fox,LucasFilm ,78,7.8,73,PG,MPA,100,Dolby Digital,Dolby Digital
2023-08-28,10:30:00,14,0.7,38.6,À bout de souffle,Drama,Paramount,Pixar ,78,7.8,73,TV-PG,MPA,100,ABD,Audionic
2023-02-07,10:54:00,35,0.6,25.2,Touch of Evil,Drama,Warner Bros.,Pixar ,80,8.0,75,PG,MPA,100,Dolby Digital,Dolby Digital
2024-01-25,09:03:00,10,0.6,35.7,Baahubali 2: The Conclusion,Action,Pixar ,DreamWorks,82,8.2,77,Unrated,MPA,300,ABD,Audionic
